restaurant_id,cuisines,primary_cuisine,aggregate_rating,price_range,average_cost_for_two,votes,popularity_score
18311953,north indian,north indian,0.0,2,500,2,0.3
18361522,"fast food, north indian",fast food,0.0,1,400,0,0.3
18425780,mughlai,mughlai,0.0,2,600,1,0.3
18489513,north indian,north indian,0.0,1,400,0,0.3
306795,"south indian, north indian, chinese",south indian,2.4,2,800,31,0.3
7249,turkish,turkish,2.5,2,600,100,0.3
7246,"pizza, italian",pizza,3.1,2,800,230,0.3
310723,"burger, fast food",burger,3.2,2,500,458,0.3
7253,"asian, chinese",asian,2.6,2,700,176,0.3
18180041,american,american,3.5,2,800,232,0.3
18434414,"continental, chinese, north indian",continental,3.6,4,2200,27,0.3
4905,"chinese, japanese, thai, malaysian, vietnamese, asian",chinese,3.6,4,2200,210,0.3
18421232,"north indian, south indian",north indian,3.9,2,500,44,0.3
7228,"north indian, street food, mughlai",north indian,3.5,2,600,206,0.3
7068,"cafe, desserts",cafe,3.7,2,700,185,0.3
302152,cafe,cafe,3.7,2,700,256,0.3
312300,"seafood, south indian, andhra, hyderabadi, goan",seafood,4.2,3,1500,336,0.3
5565,"chinese, fast food, north indian, south indian",chinese,3.4,1,450,280,0.3
307113,"italian, continental, cafe",italian,4.2,3,1400,2131,0.3
6258,"fast food, north indian, chinese, desserts",fast food,2.8,1,200,13,0.3
6094,"chinese, fast food",chinese,3.1,1,400,38,0.3
304592,street food,street food,2.8,1,150,69,0.3
18421481,south indian,south indian,3.3,2,500,11,0.3
310874,fast food,fast food,3.1,1,200,6,0.3
18313972,"bakery, desserts",bakery,3.0,1,400,4,0.3
18128860,"north indian, chinese",north indian,3.4,2,650,80,0.3
310877,fast food,fast food,3.4,2,500,24,0.3
304687,"chinese, fast food",chinese,3.1,1,250,13,0.3
312444,"ice cream, desserts",ice cream,3.3,1,400,12,0.3
18337975,"cafe, north indian, fast food",cafe,2.9,2,600,4,0.3
18124373,"chinese, south indian",chinese,2.8,1,200,9,0.3
305913,fast food,fast food,3.3,1,250,18,0.3
310447,chinese,chinese,2.8,2,600,14,0.3
310858,fast food,fast food,2.8,1,400,9,0.3
18332083,"fast food, north indian, chinese",fast food,3.2,1,200,16,0.3
18361241,"mughlai, north indian",mughlai,3.0,2,650,5,0.3
305630,fast food,fast food,3.6,2,500,251,0.3
18034049,healthy food,healthy food,3.5,1,350,42,0.3
6092,"chinese, north indian, italian",chinese,3.5,2,650,220,0.3
18124361,"bakery, desserts, fast food, pizza, burger, continental",bakery,3.6,1,400,34,0.3
6088,street food,street food,3.7,1,250,103,0.3
18394366,"north indian, chinese, south indian, fast food",north indian,3.7,1,300,46,0.3
18354639,"north indian, chinese",north indian,3.8,1,250,62,0.3
311657,"bakery, desserts",bakery,3.6,1,300,42,0.3
18350112,"desserts, bakery, pizza, burger, continental",desserts,3.6,1,350,58,0.3
18377924,"cafe, bakery",cafe,3.9,3,1000,106,0.3
18428216,"bakery, desserts, fast food, mithai",bakery,0.0,2,500,0,0.3
18421050,"fast food, beverages",fast food,0.0,1,350,1,0.3
18377887,cafe,cafe,0.0,2,500,1,0.3
18421693,bakery,bakery,0.0,1,100,0,0.3
18418263,bakery,bakery,0.0,1,300,0,0.3
18421457,street food,street food,0.0,1,100,0,0.3
18421463,bakery,bakery,0.0,1,150,0,0.3
18268361,"chinese, south indian, north indian",chinese,0.0,2,500,1,0.3
18445804,"chinese, fast food",chinese,0.0,1,300,0,0.3
18347812,"cafe, bakery",cafe,0.0,2,500,0,0.3
18377920,"south indian, chinese",south indian,0.0,1,400,2,0.3
311544,"bakery, desserts",bakery,0.0,2,500,0,0.3
18377915,chinese,chinese,0.0,1,200,0,0.3
18421058,"italian, fast food",italian,0.0,2,600,0,0.3
18335692,bakery,bakery,0.0,1,250,0,0.3
18429396,"north indian, european",north indian,3.0,3,1500,4,0.3
179,"fast food, burger",fast food,3.4,2,500,48,0.8571428571428571
307843,"italian, pizza, fast food",italian,3.2,2,800,51,0.3
18421042,"continental, asian, north indian",continental,3.4,3,1600,19,0.3
3295,"japanese, korean",japanese,3.6,4,2500,59,0.3
18414499,continental,continental,3.9,3,1500,188,0.3
18441775,"malaysian, indonesian",malaysian,4.4,3,1800,77,0.3
18427565,"japanese, asian",japanese,4.0,3,1500,46,0.3
18395381,"continental, north indian, mughlai, italian",continental,4.1,3,1400,387,0.3
310281,"north indian, south indian, chinese, mithai, fast food",north indian,3.1,2,500,117,0.3
18207831,"beverages, fast food",beverages,3.1,1,350,7,0.3
5452,"pizza, fast food",pizza,3.0,2,500,10,0.3
18374418,fast food,fast food,0.0,1,250,1,0.3
18258778,fast food,fast food,2.8,1,350,7,0.3
6560,"north indian, street food",north indian,2.8,1,200,23,0.3
3322,"north indian, south indian, chinese, fast food, mithai",north indian,2.8,2,500,102,0.3
18249102,"north indian, chinese",north indian,3.4,2,600,19,0.3
18241609,bakery,bakery,3.2,1,200,15,0.3
8743,bakery,bakery,3.0,1,200,10,0.3
5294,"chinese, fast food",chinese,2.7,1,400,17,0.3
4651,street food,street food,3.4,1,200,135,0.3
5315,"north indian, chinese",north indian,2.7,3,1000,35,0.3
6577,"north indian, mughlai, chinese",north indian,3.0,1,450,5,0.3
309395,"raw meats, fast food, north indian",raw meats,3.4,1,150,22,0.3
300784,"chinese, fast food",chinese,3.2,1,300,74,0.3
18430692,"north indian, chinese, mughlai",north indian,3.0,2,500,4,0.3
309503,"north indian, chinese",north indian,3.0,2,700,7,0.3
3326,north indian,north indian,3.2,2,650,22,0.3
309384,"bakery, desserts, fast food",bakery,3.1,1,300,9,0.3
3079,"north indian, mughlai",north indian,3.5,2,700,191,0.3
303093,"bakery, desserts, chinese, fast food",bakery,3.7,1,350,199,0.3
309375,"fast food, chinese, bakery",fast food,3.5,1,400,60,0.3
18441672,chinese,chinese,0.0,1,300,1,0.3
18446423,"north indian, mughlai",north indian,0.0,2,500,0,0.3
18462588,"north indian, mughlai, chinese",north indian,0.0,2,700,0,0.3
18460330,"fast food, chinese",fast food,0.0,2,500,1,0.3
18361739,mithai,mithai,0.0,1,100,2,0.3
312338,"raw meats, fast food",raw meats,0.0,1,400,0,0.3
18057828,"raw meats, fast food",raw meats,0.0,1,300,1,0.3
18361700,"north indian, chinese",north indian,0.0,2,550,3,0.3
18383541,beverages,beverages,0.0,1,400,3,0.3
18248970,"bakery, chinese",bakery,0.0,1,300,1,0.3
18395538,"mithai, street food",mithai,0.0,1,150,0,0.3
18446396,"ice cream, desserts",ice cream,0.0,1,250,0,0.3
313193,"fast food, chinese",fast food,0.0,1,400,1,0.3
18457050,north indian,north indian,0.0,1,200,0,0.3
18375413,north indian,north indian,0.0,2,650,0,0.3
18458325,fast food,fast food,0.0,1,100,0,0.3
5296,mithai,mithai,2.4,1,100,15,0.3
310802,"street food, chinese, north indian, mithai",street food,2.9,1,300,29,0.3
310777,"italian, pizza, fast food",italian,3.4,3,1000,35,0.3
309,"south indian, north indian, chinese",south indian,2.7,2,600,278,0.8796992481203008
18390678,"north indian, chinese",north indian,3.3,3,1200,53,0.3
3329,"north indian, chinese",north indian,2.6,1,350,142,0.3
18216896,"north indian, chinese, fast food",north indian,2.5,2,550,41,0.3
307767,"chinese, italian, north indian",chinese,3.9,3,1300,492,0.3
3332,"mithai, street food",mithai,3.5,1,250,28,0.3
980,"north indian, chinese",north indian,3.6,3,1300,457,0.706766917293233
18232098,"north indian, mughlai, chinese, continental",north indian,3.9,3,1800,173,0.3
6574,north indian,north indian,3.7,1,200,131,0.3
2379,street food,street food,3.9,1,200,123,0.3
309390,"north indian, mughlai, chinese, italian",north indian,3.9,3,1200,274,0.3
300809,"north indian, chinese",north indian,3.5,2,500,87,0.3
1192,north indian,north indian,3.0,1,300,78,0.3
310803,"north indian, mughlai",north indian,3.1,2,500,10,0.3
18250797,bakery,bakery,3.3,1,300,26,0.3
198,"pizza, fast food",pizza,3.2,2,700,101,0.6165413533834586
18449782,"pizza, fast food, chinese",pizza,3.4,2,500,17,0.3
18057820,"north indian, mughlai",north indian,3.3,2,600,34,0.3
310215,bakery,bakery,3.3,2,500,12,0.3
306841,"mughlai, north indian",mughlai,3.6,2,750,34,0.3
18412952,"north indian, south indian, street food",north indian,3.6,1,400,46,0.3
18432191,"north indian, mughlai",north indian,3.5,2,600,31,0.3
18375420,"fast food, italian, chinese",fast food,4.0,1,350,96,0.3
6286,"north indian, south indian, chinese",north indian,3.2,2,550,70,0.3
1914,"north indian, south indian, chinese, street food, mithai",north indian,3.4,1,400,560,0.3
18163907,cafe,cafe,2.9,1,450,4,0.3
18344490,"north indian, fast food",north indian,3.4,2,600,38,0.3
18412878,"north indian, fast food",north indian,2.8,2,600,11,0.3
18294263,"bakery, mithai",bakery,3.0,1,200,4,0.3
588,"north indian, south indian, street food, mithai",north indian,3.3,2,600,421,0.7443609022556391
7150,"north indian, chinese",north indian,3.1,2,550,68,0.3
18264634,"north indian, street food, chinese, south indian, mithai",north indian,3.6,1,400,85,0.3
301534,"bengali, north indian, chinese",bengali,3.7,2,800,343,0.3
8340,"bakery, desserts, fast food",bakery,3.8,1,300,120,0.3
18400739,north indian,north indian,0.0,1,200,3,0.3
304954,fast food,fast food,0.0,1,100,2,0.3
18400737,fast food,fast food,0.0,1,200,2,0.3
18382583,"bakery, desserts",bakery,0.0,1,350,0,0.3
18249122,"lebanese, arabian, moroccan",lebanese,2.3,2,750,55,0.3
7354,cafe,cafe,3.2,1,450,49,0.3
9267,"chinese, fast food",chinese,2.9,1,400,7,0.3
7352,"pizza, fast food",pizza,3.3,2,700,90,0.3
304211,north indian,north indian,2.9,3,1200,11,0.3
262,"italian, pizza, fast food",italian,3.1,3,1000,161,0.5864661654135338
4621,"bakery, fast food",bakery,3.0,2,800,67,0.3
2134,"fast food, north indian",fast food,2.8,1,300,23,0.3
303472,"japanese, chinese, malaysian, thai, vietnamese",japanese,3.3,3,1700,60,0.3
758,lebanese,lebanese,3.5,1,450,239,0.9172932330827067
7217,"chinese, thai, north indian",chinese,3.7,3,1300,137,0.3
307054,"burger, desserts, fast food",burger,3.7,2,600,212,0.3
771,"north indian, chinese",north indian,3.5,3,1000,193,0.7669172932330827
171,"fast food, burger",fast food,3.5,2,500,202,0.6541353383458647
304675,chinese,chinese,3.5,3,1300,332,0.3
3269,finger food,finger food,2.4,3,1800,92,0.3
3935,"italian, continental",italian,2.9,3,1000,120,0.3
4166,chinese,chinese,3.4,3,1500,137,0.3
3936,"north indian, mughlai",north indian,3.6,3,1100,158,0.3
5227,"north indian, chinese, continental",north indian,2.7,3,1500,9,0.3
1862,"north indian, street food",north indian,2.6,1,300,38,0.3
819,"chinese, japanese, thai",chinese,3.2,4,2000,59,0.7819548872180451
2236,"mithai, north indian",mithai,2.8,1,200,4,0.3
4150,"fast food, north indian, desserts, ice cream",fast food,2.5,3,1100,98,0.3
6394,north indian,north indian,2.8,1,250,11,0.3
1867,"north indian, mughlai",north indian,3.0,1,250,11,0.3
2608,south indian,south indian,3.1,1,150,14,0.3
8388,"pizza, fast food",pizza,2.4,2,700,71,0.3
3465,south indian,south indian,2.4,1,400,33,0.3
301581,cafe,cafe,0.0,3,1500,2,0.3
823,"chinese, north indian",chinese,3.3,2,850,85,0.7293233082706767
18421499,"bakery, italian, fast food, chinese, continental",bakery,2.9,2,600,10,0.3
846,"chinese, north indian",chinese,2.7,2,700,8,0.8195488721804511
816,"chinese, north indian",chinese,2.9,2,700,16,0.7819548872180451
4055,"north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",north indian,3.4,1,450,113,0.3
18312487,cafe,cafe,3.0,1,450,4,0.3
1630,"chinese, north indian",chinese,3.2,2,800,17,0.3
308261,"north indian, south indian",north indian,2.7,1,450,33,0.3
2587,chinese,chinese,2.9,2,800,66,0.3
849,chinese,chinese,3.4,2,800,34,0.7593984962406015
848,"chinese, north indian, seafood",chinese,2.8,2,700,31,0.6766917293233082
852,chinese,chinese,3.2,2,900,17,0.6616541353383458
312194,cafe,cafe,3.0,2,600,4,0.3
7643,fast food,fast food,2.8,1,200,5,0.3
3238,"north indian, mughlai",north indian,2.9,3,1650,10,0.3
18396184,"kashmiri, north indian",kashmiri,2.9,2,500,4,0.3
847,"chinese, north indian",chinese,3.4,2,900,60,0.7518796992481203
7575,"chinese, north indian",chinese,3.2,2,700,14,0.3
850,"chinese, north indian",chinese,3.1,2,700,10,0.8872180451127819
311856,"cafe, healthy food, north indian",cafe,3.0,2,700,7,0.3
851,"south indian, chettinad, north indian, chinese",south indian,3.4,2,600,161,0.7293233082706767
18228885,bakery,bakery,3.4,1,300,28,0.3
824,chinese,chinese,3.7,2,800,137,0.7293233082706767
301102,"gujarati, south indian, north indian",gujarati,3.7,1,400,203,0.3
18238246,"bakery, desserts",bakery,3.5,1,450,20,0.3
6003,"assamese, chinese",assamese,3.5,2,600,218,0.3
18469659,north eastern,north eastern,0.0,1,350,0,0.3
18288994,"south indian, north indian, chinese",south indian,0.0,1,300,1,0.3
845,"chinese, north indian",chinese,0.0,2,650,2,0.6992481203007519
18466422,finger food,finger food,0.0,4,3000,3,0.3
815,"north indian, mughlai",north indian,2.4,3,1600,164,0.7969924812030075
305296,"north indian, mughlai, chinese",north indian,2.1,2,500,138,0.3
6079,north indian,north indian,3.3,1,200,21,0.3
6117,north indian,north indian,3.1,1,150,6,0.3
18082202,"pizza, fast food",pizza,3.0,2,700,10,0.3
308574,bakery,bakery,3.2,1,200,10,0.3
6123,"south indian, chinese, fast food",south indian,2.9,1,300,6,0.3
312157,"north indian, south indian, chinese",north indian,3.1,2,500,15,0.3
302490,north indian,north indian,3.0,1,400,12,0.3
304697,north indian,north indian,3.4,1,300,29,0.3
307713,bakery,bakery,3.0,1,150,9,0.3
18384137,mughlai,mughlai,3.1,1,300,4,0.3
5459,north indian,north indian,3.2,1,150,225,0.3
311703,mughlai,mughlai,3.2,1,100,8,0.3
308006,"mithai, fast food",mithai,3.0,1,300,5,0.3
4053,"north indian, south indian, fast food, street food, chinese, desserts, mithai",north indian,2.8,2,550,42,0.3
5468,north indian,north indian,3.1,1,200,16,0.3
5453,"north indian, fast food, chinese, south indian",north indian,3.2,1,400,39,0.3
681,"north indian, street food, chinese, south indian",north indian,2.5,1,350,49,0.6842105263157895
308008,north indian,north indian,3.0,1,250,20,0.3
18272386,"north indian, south indian",north indian,2.8,1,300,4,0.3
306380,north indian,north indian,2.9,1,450,5,0.3
312936,"mithai, street food",mithai,3.3,1,100,16,0.3
6698,"fast food, burger",fast food,3.0,2,500,57,0.3
9961,"fast food, burger",fast food,3.0,2,500,42,0.3
312925,"north indian, fast food, south indian",north indian,3.4,1,300,21,0.3
18342132,street food,street food,3.0,1,100,4,0.3
18323461,"beverages, street food",beverages,3.2,1,50,11,0.3
5466,north indian,north indian,3.0,1,150,53,0.3
18232088,mithai,mithai,3.2,1,150,7,0.3
304743,mithai,mithai,3.4,1,100,23,0.3
18128897,"north indian, south indian",north indian,2.9,1,150,4,0.3
18211151,mughlai,mughlai,3.0,1,100,5,0.3
5460,north indian,north indian,3.0,1,100,9,0.3
311492,street food,street food,3.2,1,100,16,0.3
303643,desserts,desserts,3.4,1,100,18,0.3
9156,"north indian, south indian",north indian,3.1,1,400,14,0.3
9160,north indian,north indian,2.9,1,400,7,0.3
18235302,north indian,north indian,3.0,1,300,4,0.3
9157,north indian,north indian,2.9,1,250,5,0.3
9159,street food,street food,3.1,1,100,5,0.3
6706,"north indian, chinese",north indian,2.8,1,450,59,0.3
18082089,"mughlai, biryani",mughlai,3.3,2,550,10,0.3
312693,mughlai,mughlai,3.7,1,200,30,0.3
308209,beverages,beverages,3.8,1,100,112,0.3
306017,mithai,mithai,3.8,1,100,59,0.3
304737,street food,street food,3.7,1,150,40,0.3
308318,north indian,north indian,3.8,1,150,116,0.3
552,"north indian, south indian, chinese, street food, fast food, mithai, desserts",north indian,3.9,2,600,444,0.6090225563909775
6704,"street food, chinese, north indian, mithai",street food,3.9,1,300,163,0.3
309722,"mithai, street food",mithai,3.7,1,100,19,0.3
18286206,beverages,beverages,3.7,1,400,63,0.3
308894,fast food,fast food,3.6,1,150,43,0.3
7545,street food,street food,3.9,1,100,1487,0.3
9165,"mithai, street food",mithai,3.9,1,100,752,0.3
5458,north indian,north indian,3.6,1,150,437,0.3
5467,north indian,north indian,3.6,1,150,297,0.3
9161,"mithai, street food",mithai,3.8,1,100,76,0.3
302869,mithai,mithai,3.5,1,100,21,0.3
1889,"street food, north indian, south indian, mithai",street food,3.5,1,200,51,0.3
18466395,street food,street food,0.0,1,100,1,0.3
18469682,"biryani, mughlai",biryani,0.0,1,300,0,0.3
18466396,street food,street food,0.0,1,100,0,0.3
18466402,chinese,chinese,0.0,1,300,0,0.3
302859,north indian,north indian,0.0,1,200,1,0.3
308533,north indian,north indian,0.0,1,300,2,0.3
18462596,fast food,fast food,0.0,1,200,0,0.3
18333489,"street food, mithai",street food,0.0,1,200,3,0.3
18408052,desserts,desserts,0.0,1,100,3,0.3
302871,north indian,north indian,0.0,1,400,0,0.3
18425711,mithai,mithai,0.0,1,50,0,0.3
310678,"street food, mithai",street food,0.0,1,100,2,0.3
300178,"mithai, street food",mithai,4.2,1,200,382,0.3
1155,"ice cream, mithai, north indian, street food",ice cream,4.3,1,150,521,0.3
9166,street food,street food,4.1,1,50,405,0.3
18264992,"mughlai, street food",mughlai,4.4,4,3000,305,0.3
18282012,"desserts, street food",desserts,3.1,1,100,6,0.3
303642,ice cream,ice cream,4.5,1,200,545,0.3
18281967,street food,street food,3.6,1,100,18,0.3
18082228,ice cream,ice cream,3.9,1,300,36,0.3
301287,north indian,north indian,3.6,1,300,185,0.3
308192,"street food, mithai",street food,3.6,1,100,27,0.3
306015,"mithai, north indian",mithai,3.6,1,200,31,0.3
311002,"street food, beverages",street food,3.7,1,150,54,0.3
313511,fast food,fast food,3.7,1,100,21,0.3
311022,street food,street food,4.1,1,100,118,0.3
303644,"fast food, beverages",fast food,4.1,1,150,169,0.3
307218,"mithai, street food",mithai,4.1,1,150,200,0.3
304018,"north indian, mughlai, chinese",north indian,2.7,2,500,23,0.3
18239781,"mithai, bakery",mithai,3.1,1,300,7,0.3
18364354,"north indian, mughlai, chinese",north indian,3.0,2,800,4,0.3
18175256,"north indian, chinese",north indian,3.2,2,500,26,0.3
7623,"north indian, fast food",north indian,2.7,1,300,22,0.3
17953899,"north indian, mughlai, chinese",north indian,3.0,3,1000,70,0.3
309756,"north indian, mughlai, fast food, south indian",north indian,3.3,1,250,26,0.3
2595,"north indian, mughlai, biryani",north indian,3.4,2,500,404,0.3
7620,fast food,fast food,3.2,1,150,35,0.3
309161,"mughlai, north indian, bengali, continental",mughlai,2.7,1,400,135,0.3
18249081,"chinese, thai",chinese,2.9,2,600,16,0.3
3632,"chinese, mughlai, north indian",chinese,2.9,2,500,39,0.3
7602,fast food,fast food,3.4,1,300,18,0.3
1712,"raw meats, fast food",raw meats,2.7,1,400,29,0.3
300984,"north indian, chinese",north indian,3.3,1,250,27,0.3
18429374,"north indian, mughlai",north indian,3.2,2,500,13,0.3
18354627,"mughlai, north indian, chinese",mughlai,3.3,1,300,18,0.3
301522,"north indian, chinese, biryani",north indian,2.7,2,500,14,0.3
4973,"north indian, mughlai, chinese",north indian,2.5,2,600,59,0.3
3504,"north indian, mughlai",north indian,2.7,2,550,70,0.3
18459885,fast food,fast food,3.1,1,250,9,0.3
301405,north indian,north indian,2.6,1,350,71,0.3
18457499,"north indian, mughlai, chinese",north indian,3.1,3,1000,5,0.3
18445801,bengali,bengali,2.9,2,500,7,0.3
18355107,fast food,fast food,3.2,1,250,16,0.3
18175328,"north indian, kashmiri",north indian,3.2,3,1200,14,0.3
7613,mithai,mithai,3.2,1,150,17,0.3
7599,"mithai, street food",mithai,3.7,1,150,55,0.3
302936,fast food,fast food,3.6,1,100,46,0.3
4608,desserts,desserts,3.8,1,100,112,0.3
7636,fast food,fast food,3.7,1,100,99,0.3
18373691,"continental, american, fast food",continental,3.9,2,600,109,0.3
7634,"bengali, north indian",bengali,3.6,2,500,458,0.3
306028,"north indian, mughlai, biryani, bengali",north indian,3.5,2,650,443,0.3
311637,beverages,beverages,3.7,1,100,33,0.3
18396171,north indian,north indian,0.0,1,400,0,0.3
18282004,fast food,fast food,0.0,1,300,2,0.3
17989134,"bakery, fast food",bakery,0.0,1,100,2,0.3
18371396,cafe,cafe,0.0,1,450,1,0.3
18396942,chinese,chinese,0.0,1,300,2,0.3
18311930,"north indian, mughlai, chinese",north indian,0.0,3,1500,1,0.3
18481320,"north indian, chinese",north indian,0.0,1,400,0,0.3
7635,"fast food, chinese",fast food,0.0,1,300,2,0.3
7601,mithai,mithai,0.0,1,150,2,0.3
18471314,"bakery, desserts",bakery,0.0,2,500,0,0.3
309080,"north indian, chinese, fast food",north indian,2.4,2,600,41,0.3
1358,"biryani, north indian",biryani,2.3,2,600,38,0.3
5890,"north indian, mughlai, chinese",north indian,3.4,3,1200,134,0.3
306513,"continental, north indian, chinese",continental,2.8,3,1300,153,0.3
3089,"north indian, italian, fast food",north indian,3.2,4,2000,455,0.3
7061,"north indian, chinese, continental, italian",north indian,3.5,3,1450,609,0.3
18466981,"mughlai, north indian",mughlai,3.1,2,600,6,0.3
311093,"bakery, desserts",bakery,3.2,1,300,17,0.3
1055,"chinese, north indian, mughlai",chinese,3.0,3,1200,126,0.3
18144470,"bakery, desserts, fast food",bakery,3.0,1,400,4,0.3
4089,"chinese, south indian",chinese,3.0,1,150,14,0.3
311030,"cafe, italian, continental",cafe,3.5,3,1200,282,0.3
9927,gujarati,gujarati,3.6,1,300,95,0.3
18261146,fast food,fast food,0.0,1,150,0,0.3
18424867,chinese,chinese,0.0,1,150,0,0.3
18361206,north indian,north indian,0.0,1,100,0,0.3
18424863,"north indian, south indian",north indian,0.0,1,300,0,0.3
18361208,"biryani, mughlai",biryani,0.0,1,300,0,0.3
18398580,chinese,chinese,0.0,1,450,1,0.3
18424871,"bakery, mithai",bakery,0.0,1,150,1,0.3
18245298,"chinese, japanese, korean, asian",chinese,4.0,3,1500,225,0.3
2578,"chinese, north indian, street food",chinese,3.1,1,400,28,0.3
709,ice cream,ice cream,3.3,1,300,38,0.6842105263157895
1530,"north indian, mughlai",north indian,2.8,2,600,54,0.3
1401,"north indian, chinese",north indian,2.8,1,400,32,0.3
602,cafe,cafe,3.2,2,750,42,0.6616541353383458
18175255,cafe,cafe,2.9,1,450,10,0.3
2245,"north indian, street food, mithai",north indian,2.8,1,300,27,0.3
2585,"north indian, mughlai",north indian,3.2,2,600,35,0.3
908,"north indian, mughlai, chinese",north indian,2.5,3,1600,82,0.6917293233082706
924,"north indian, mughlai",north indian,3.2,2,500,24,0.7819548872180451
7715,north indian,north indian,2.9,2,500,14,0.3
9476,fast food,fast food,2.8,1,200,16,0.3
7686,north indian,north indian,3.0,1,450,11,0.3
305621,"north indian, mughlai",north indian,3.1,2,600,14,0.3
1324,"bakery, desserts, fast food",bakery,3.5,1,150,91,0.3
927,north indian,north indian,3.7,3,1400,110,0.7443609022556391
929,"italian, tex-mex, continental, north indian",italian,3.9,4,2400,886,0.7518796992481203
18256780,"north indian, lucknowi",north indian,0.0,1,400,3,0.3
53,"north indian, chinese, mughlai",north indian,2.6,3,1800,152,0.7894736842105263
307271,"north indian, continental, italian",north indian,2.9,3,1300,140,0.3
596,cafe,cafe,3.4,1,450,277,0.6992481203007519
1127,"finger food, continental, north indian, chinese",finger food,3.1,3,1350,1099,0.3
4237,cafe,cafe,3.4,2,600,76,0.3
6357,"north indian, chinese",north indian,3.2,1,400,89,0.3
18124357,north indian,north indian,3.4,3,1300,1523,0.3
2913,"chinese, north indian, mughlai, continental",chinese,3.0,3,1600,671,0.3
3506,fast food,fast food,3.3,1,200,1300,0.3
6957,"north indian, chinese, italian, continental",north indian,2.7,3,1000,2460,0.3
304154,"north indian, chinese, italian, continental",north indian,2.5,3,1000,1096,0.3
320,"south indian, north indian, chinese",south indian,3.4,2,600,499,0.7819548872180451
310097,"north indian, italian, continental",north indian,3.2,3,1100,563,0.3
18418277,"continental, italian, asian, indian",continental,4.7,3,1500,52,0.3
310143,ice cream,ice cream,4.9,1,150,2620,0.3
18357940,north indian,north indian,4.7,3,1800,242,0.3
300595,north indian,north indian,3.6,2,550,485,0.3
55,"chinese, thai",chinese,3.9,3,1100,2639,0.7894736842105263
3168,"continental, mexican, american, italian, north indian",continental,3.7,3,1100,706,0.3
310448,"burger, fast food",burger,3.8,2,500,2093,0.3
18237356,"burger, juices, finger food",burger,3.6,2,500,548,0.3
303034,cafe,cafe,3.6,2,700,361,0.3
18070476,"north indian, european",north indian,3.7,3,1500,873,0.3
18208892,"chinese, continental, north indian",chinese,3.7,3,1200,673,0.3
18157403,"north indian, continental, italian",north indian,3.7,3,1200,834,0.3
18306523,"north indian, chinese, italian, mediterranean",north indian,3.6,2,800,877,0.3
309664,"pizza, italian, cafe",pizza,3.9,3,1400,1503,0.3
302878,cafe,cafe,3.9,2,500,3206,0.3
18237315,"cafe, tea",cafe,3.9,1,400,487,0.3
305453,"asian, japanese, chinese, thai",asian,3.9,3,1700,2003,0.3
308804,chinese,chinese,3.9,3,1800,496,0.3
311373,"north indian, mughlai",north indian,3.9,3,1400,841,0.3
143,"pizza, fast food",pizza,3.7,2,700,336,0.8421052631578947
308772,"burger, desserts, fast food",burger,3.8,2,600,271,0.3
7855,"burger, desserts, fast food",burger,3.9,2,600,1607,0.3
66,"north indian, continental, european",north indian,3.5,4,2000,706,0.8796992481203008
18235515,"north indian, mexican, italian, continental",north indian,3.9,3,1200,1379,0.3
18247029,"healthy food, beverages",healthy food,3.7,2,600,55,0.3
2298,"street food, north indian, south indian, chinese, mithai",street food,3.9,2,550,1151,0.3
310490,"north indian, continental",north indian,3.7,3,1300,626,0.3
1896,north indian,north indian,3.8,1,250,301,0.3
18157384,"north indian, continental, chinese, italian, thai, mughlai",north indian,3.8,3,1200,1174,0.3
2903,north indian,north indian,3.5,2,600,2185,0.3
301653,"north indian, mughlai",north indian,3.5,2,600,321,0.3
2195,"american, fast food",american,3.7,2,500,427,0.3
7367,"mughlai, north indian",mughlai,3.7,2,650,1189,0.3
309586,"north indian, italian, mexican, chettinad, chinese, lebanese",north indian,3.9,3,1600,1286,0.3
18398577,"fast food, burger",fast food,3.7,1,450,41,0.3
18435302,"goan, seafood",goan,3.7,3,1200,277,0.3
9747,"cafe, north indian, italian, japanese, fast food",cafe,3.6,3,1500,391,0.3
312603,"european, chinese, north indian, italian",european,3.9,4,2200,2589,0.3
177,"fast food, burger",fast food,3.8,2,500,388,0.7819548872180451
9959,"fast food, burger",fast food,3.7,2,500,108,0.3
17953940,"arabian, mexican",arabian,3.5,1,400,95,0.3
18441674,"bengali, south indian, north indian, mughlai",bengali,3.9,3,1400,66,0.3
307485,"north indian, mughlai",north indian,3.9,2,650,310,0.3
311057,"north indian, mughlai, chinese",north indian,3.7,3,1000,3010,0.3
309955,"portuguese, african",portuguese,3.7,3,1200,1891,0.3
870,"north indian, fast food",north indian,3.8,2,900,1761,0.6992481203007519
18265711,"north indian, italian, chinese, mexican",north indian,3.8,3,1400,367,0.3
312601,"north indian, chinese, mughlai, italian",north indian,3.8,3,1700,1158,0.3
3393,"north indian, chinese, mughlai",north indian,3.8,4,2400,2689,0.3
2504,"north indian, mughlai",north indian,3.6,3,1000,1434,0.3
249,"italian, pizza, fast food",italian,3.5,3,1000,541,0.7443609022556391
18423119,"north indian, chinese, continental",north indian,3.7,3,1100,140,0.3
18255131,"chinese, italian, continental, north indian",chinese,3.6,4,5000,61,0.3
306497,"north indian, mughlai",north indian,3.7,3,1100,1256,0.3
308244,"finger food, european, north indian",finger food,3.5,3,1700,422,0.3
